"nameCompany","streetAddress","postalCode","addressLocality","column2"
"Landmann´s Biomarkt","Joseph-Fraunhofer-str. 30","85276","Pfaffenhofen",
"Biomarkt Natufit","Meringerzellerstr. 14","86415","Mering",
"Biomarkt Schindecker","Pfälzer Str. 1","83109","Großkarolinenfeld",
"BioMarkt","Karolinenplatz 4","83109","Großkarolinenfeld",
"BioMarkt","Müchnerstr. 27","82362","Weilheim",
"Naturkost Querbeet","Sudetenstr. 1","86551","Aichach",
"Wasserburger Biomarkt","Bahnhofsplatz 5","83512","Wasserburg Am Inn",
"Bio Ums Eck","Hauptstr. 14","86931","Prittriching",
"Landmann´s Biomarkt Bad Wiessee","Sanktjohanser str. 84","83707","Bad Wiessee",
"Klostergärtnerei Laden","Fraunhofer str. 5","83671","Benediktbeuern",
"Grünes Warenhaus","Isarstr. 19","83661","Lenggries",
"Landmann´s Biomarkt Landsberg","Augsburgerstr. 74","86899","Landsberg A.Lech",
"BioMarkt","Hausberg 10","84036","Kumhausen",
"Bioladen Peißenberg","Schongauer Str. 88","82380","Peißenberg",
"Bella Vita","Abensberger str. 38","84048","Mainburg",
"Bellavita GmbH&co.KG","Stethaimer str. 39","84034","Landshut",
"BioMarkt","Hochriesstr. 47 b","83209","Prien",
"Biomarkt Bella Vita","Münchenerstr. 142","85051","Ingolstadt",
"Landmann´s Biomarkt Ingolstadt","Permoser Str. 88","85057","Ingolstadt",
"BioMarkt","Weberstr. 8","86863","Langeneufnach",
"Biomarkt Chiemgau","Hochstr. (Neben Gartencenter Büchele) 33","83278","Traunstein",
"BioMarkt","Mühlberg 6","86609","Donauwörth",
"Biomarkt Bella Vita","Sallinger Str. 13","86609","Donauwörth",
"Biomarkt Bella Vita","Weißenburger str. 14","85072","Eichstätt",
"Biomarkt Tittmoning","Stadtplatz 3","84529","Tittmoning",
"Waren Für Mensch + Natur","Auweg 14","84307","Eggenfelden",
"Terra Luna","Babenhauser str. 12","86381","Krumbach",
"Kornkammer Burghausen","Robert Koch Str. 11","84489","Burghausen",
"Biofachmarkt Naturel","Königstr. 29","89407","Dillingen/Donau",
"Kräuterweible","Vilstalstr. 6","87459","Pfronten",
"Naturkost Kling","Hawanger Str. 13","87734","Benningen",
"Hofladen Wimmer","Rockern 3","84347","Pfarrkirchen",
"Naturkostladen An-Ka","Maximilianstr. 22","84359","Simbach Am Inn",
"Naturhaus - Ihr Bioladen","Augsburger Str. 17","86720","Noerdlingen",
"BioMarkt","Brettermarkt 5","86720","Nördlingen",
"BioMarkt","Niedersonthofenerstr. 8","87448","Waltenhofen-Oberdorf",
"Schmid Natur","Kemptener Straße 31a","89250","Senden",
"Biowelten Ökoase Immenstadt","Liststr. 22","87509","Immenstadt",
"Ökoase","Landwehrplatz 3","87509","Immenstadt",
"Erdapfel Naturkost","Schlösslesgasse 10","89081","Ulm / Söflingen",
"E-Biomarkt","Heufelder str. 27","89584","Ehingen (Donau)",
"Pro Natura","Stadelgasse 6/B","39042","Brixen",
"Biofritz Bio Frischemarkt","Hochbildstr. 1","88662","Überlingen",
"Biomarkt West","Franz-Von-Taxis-Ring 51","93049","Regensburg",
"Naturmarkt Glockengasse","Glockengasse 16","93047","Regensburg",
"Biomarkt Bio Insel Stadtamhof","Andreasstr. 1","93059","Regensburg",
"Biomarkt Neuhoff","Weichser Weg 5","93059","Regensburg",
"Die Spezerei","Simon- Höller- str. 8","94315","Straubing",
"BioMarkt","Untere Dorfstr. 8","94356","Kößnach",
"Biomarkt Burglengenfeld","Marktplatz 16","93133","Burglengenfeld",
"BioMarkt","Strieglberg 1","93133","Burglengenfeld",
"BioMarkt","Weißenburger Str. 32","91710","Gunzenhausen",
"Biomarkt Dinkelähre","Mühlstr. 17","92318","Neumarkt",
"Biotreff Vilshofen","Furtgasse (Parkhotel-Center) 4","94474","Vilshofen An Der Donau",
"Biomarkt Schwandorf","Adolf-Kolping-Platz 3","92421","Schwandorf",
"Der Naturgarten","Ludwigstr. 24","93413","Cham",
"Naturkost Auryn","Schönauerweg 2","94036","Passau",
"Erika`s Naturladen","Hauptstr. 59","92431","Neunburg Vorm Wald",
"Biotop","Grabengasse 16","94032","Passau",
"Bio Markt Ansbach","Welserstr. 16 A U. B","91522","Ansbach",
"Bio In Zabo","Aussiger Platz 2","90480","Nürnberg",
"Biomarkt Pronatur","Passauer Str. 16","94121","Salzweg",
"BioMarkt","Thalersdorf 27","93471","Arnbruck",
"Biomarkt Gaismannshof","Lehrberger str. 72","90431","Nürnberg",
"Biomarkt Hersbruck","Poststr. 6","91217","Hersbruck",
"Biomarkt Lauf","Simonshofer str. 5","91207","Lauf An Der Pegnitz",
"Bio Markt Danicek","Grüber str. 1","94481","Grafenau",
"Biolino","Landgraf-Johann-str. 6","92536","Pfreimd",
"Biomarkt Eckental","Dr.-Otto-Leich-Str. 8","90542","Eckental",
"Natur Varia Biomarkt","Abteistr. 17","94078","Freyung",
"Naturkost Vier Jahreszeiten","Richard-Wagner str. 2/Direkt Am Hugo","91054","Erlangen",
"Vreiman","Galgengasse 52","91541","Rothenburg O. D. Tauber",
"Naturkostwaren","Kornbergsiedlerstr. 14","91275","Auerbach",
"BioMarkt","Marktplatz 3","92648","Vohenstrauß",
"Eseo Naturwaren","Untere Bauscherstr. 21","92637","Weiden",
"Eseo Naturwaren","Weigelstr. 8","92637","Weiden",
"Naturkostladen Hollerbirl","Schmellerstr. 16","92660","Neustadt A.D. Waldnaab",
"Biolett","Steinwegstr. 37","91315","Höchstadt",
"BIO am VogelsEck","Steinwegstraße 37","91315","Höchstadt A.d. Aisch",
"Bio Bio","Telemannstr. 2","95444","Bayreuth",
"Frohnatur","Bahnhofstr. 20B","95643","Tirschenreuth",
"Bio Bio","Friedrich Von Schiller Str. 35","95444","Bayreuth",
"Biogalerie","Marktbreiter Str. 11","97199","Ochsenfurt",
"BioMarkt","Hauptstr. 41","97199","Ochsenfurt",
"Bio Lädla","Bärenschlag 8","95694","Mehlmeisel",
"Bioladen","Bahnhofstr. 114","95485","Warmensteinach",
"Naturkost Unger","Kirchplatz 4/5","95349","Thurnau",
"Biohof-Wolf","Am Boden 18","96215","Lichtenfels",
"BioMarkt","Klosterg. 6","95326","Kulmbach",
"BioMarkt","Raiffeisenstr. 3","97080","Würzburg",
"Dave?s Biomarkt","Albert-Ruckdeschel-str. 3","95326","Kulmbach",
"Naturkost Unger","Patersbergweg 5","95336","Mainleus-Veitlahm",
"Waldgaststätte Steinhaus","Steinhaus 1","95707","Thiersheim",
"Apfelbaum-Naturkost","Coburger Str. 36","96215","Lichtenfels",
"Biomarkt - Bio Für Alle -","Luitpoldstr. 27A","95213","Münchberg",
"Kräuterhof Höhefeld Verwaltungs-GmbH","Wassersteinchen 1","97877","Wertheim-Höhefeld",
"Kornblume","Pfarrstr. 11","95100","Selb",
"Bio-Lieferservice Grashüpfer","Kreuzstr. 19a","97837","Erlenbach-Tiefenthal",
"Naturfeinkost By Bio","Pressecker str. 2","95233","Helmbrechts",
"Hof Gut Ruppertzaint GmbH & Cokg","Ruppertzaint 1","97450","Gänheim/Arnstein",
"Biokorner","Ludwigstr. 22","95111","Rehau",
"BioMarkt","Heldburgerstr. 4a","96145","Seßlach Ot Gemünda",
"Biohügel","Am Roten Hügel 9","96145","Sesslach-Gemünda",
"Biomarkt -Bio Für Alle-","Hauptstr. 6","95119","Naila",
"BioMarkt","Dammweg 1","98673","Eisfeld",
"Alnatura Super Natur Markt","Jungfernstieg 1-2 (Ecke Königsberger straße)","12207","Berlin",
"Alnatura Super Natur Markt","Hans-Sachs-str. 4 b-c (S-Bahnhof Lichterfelde West)","12205","Berlin",
"Alnatura Super Natur Markt","Giesebrechtstr. 4 (am Meyerinckplatz)","10629","Berlin",
"Alnatura Super Natur Markt","Schleiermacherstr. 25 (Ecke Bergmannstraße)","10961","Berlin",
"Alnatura Super Natur Markt","Else-Lasker-Schüler-str. 18-22","10783","Berlin",
"Alnatura Super Natur Markt","Wilmersdorferstr. 46","10627","Berlin",
"Alnatura Super Natur Markt","Bölschestr. 63","12587","Berlin",
"Alnatura Super Natur Markt","Friedrichstr. 191","10117","Berlin",
"Alnatura Super Natur Markt","Alte Jakobstr. 79/80","10179","Berlin",
"Alnatura Super Natur Markt","Chausseestr. 10 (Ecke Torstraße)","10115","Berlin",
"Alnatura Super Natur Markt","Greifswalder Str. 89","10409","Berlin",
"Alnatura Super Natur Markt","Schönhauser Allee 108","10439","Berlin",
"Alnatura Super Natur Markt","Ollenhauerstr. 106 A","13403","Berlin",
"Alnatura Super Natur Markt","Bernstorffstr. 13 (Ecke Buddestraße)","13507","Berlin",
"Alnatura Super Natur Markt","Brunnenstr. 4 (Vor dem Steintor)","28203","Bremen",
"Alnatura Super Natur Markt","Faulenstr. 54-70 (im Radio Bremen Haus)","28195","Bremen",
"Alnatura Super Natur Markt","Hahnenkamp 1","22765","Hamburg",
"Alnatura Super Natur Markt","Wandsbeker Marktstr. 2","22041","Hamburg-Wandsbek",
"Alnatura Super Natur Markt","Bahrenfelder str. 242 - 244 (Nähe Kulturzentrum Fabrik)","22765","Hamburg",
"Alnatura Super Natur Markt","Schanzenstraße 34-36 ","20357","Hamburg",
"Alnatura Super Natur Markt","Hoheluftchaussee 18","20253","Hamburg",
"Alnatura Super Natur Markt","Am Rissener Bahnhof 23","22559","Hamburg",
"Alnatura Super Natur Markt","Lange-Geismar-str. 61-64","37073","Göttingen",
"Alnatura Super Natur Markt","Salinenweg 1","37081","Göttingen",
"Alnatura Super Natur Markt","An der Weide 27-31 (Südstadt)","30171","Hannover",
"Alnatura Super Natur Markt","Schmiedestr. 13 (Altstadt)","30159","Hannover",
"Alnatura Super Natur Markt","Jakobistr. 10 (Nähe Lister Platz)","30163","Hannover",
"Alnatura Super Natur Markt","Am Wildpark 2a","40629","Düsseldorf",
"Alnatura Super Natur Markt","Große Langgasse 8","55116","Mainz",
"Alnatura Super Natur Markt","Andernacher Str. 238","56070","Koblenz",
"Alnatura Super Natur Markt","Friedrich-Breuer-str. 80","53225","Bonn",
"Alnatura Super Natur Markt","Quantiusstr. 23 (hinter dem Hauptbahnhof)","53115","Bonn",
"Alnatura Super Natur Markt","Kürtener Straße 1-13","51465","Bergisch Gladbach",
"Alnatura Super Natur Markt","Goltsteinstr. 91","50968","Köln",
"Alnatura Super Natur Markt","Berrenrather str. 240","50939","Köln",
"Alnatura Super Natur Markt","Bismarckstr. 27-29","50672","Köln",
"Alnatura Super Natur Markt","Neusser str. 264","50733","Köln",
"Alnatura Super Natur Markt","Bahnhofstr. 32","58452","Witten",
"Alnatura Super Natur Markt","Karlsgraben 16-18","52068","Aachen",
"Alnatura Super Natur Markt","Rohrbacher str. 73","69115","Heidelberg",
"Alnatura Super Natur Markt","Poststr. 36/5 (Altes Hallenbad)","69115","Heidelberg",
"Alnatura Super Natur Markt","Heidelberger str. 18 (Nähe Rhein-Neckar Zentrum)","68519","Viernheim",
"Alnatura Super Natur Markt","N7, 12 ","68161","Mannheim",
"Alnatura Super Natur Markt","Fabrikstr. 16","64625","Bensheim",
"Alnatura Super Natur Markt","In der Pfarrtanne 12 b","64665","Alsbach-Hähnlein",
"Alnatura Super Natur Markt","Heidelberger str. 193 (bei Farbenkrauth)","64285","Darmstadt",
"Alnatura Super Natur Markt","Grafenstr. 41","64283","Darmstadt",
"Alnatura Super Natur Markt","Rheinstr. 39","64283","Darmstadt",
"Alnatura Super Natur Markt","Hedderichstr. 47-49","60594","Frankfurt am Main",
"Alnatura Super Natur Markt","Schweizer str. 80","60594","Frankfurt am Main",
"Alnatura Super Natur Markt","Burgstr. 106","60389","Frankfurt am Main",
"Alnatura Super Natur Markt","Bockenheimer Landstr. 13-15","60325","Frankfurt am Main",
"Alnatura Super Natur Markt","Eschersheimer Landstr. 60 (Nähe Grüneburgweg)","60322","Frankfurt am Main",
"Alnatura Super Natur Markt","Landgrafenstr. 11","60486","Frankfurt am Main",
"Alnatura Super Natur Markt","Kapellenstr. 50 c","65830","Kriftel",
"Alnatura Super Natur Markt","Königstr. 123 (Gewerbegebiet)","67655","Kaiserslautern",
"Alnatura Super Natur Markt","Frankfurter str. 1","61462","Königstein",
"Alnatura Super Natur Markt","Alte Schmelze 18-22","65201","Wiesbaden",
"Alnatura Super Natur Markt","Dotzheimer str. 14-18","65185","Wiesbaden",
"Alnatura Super Natur Markt","Berliner Straße 2","73728","Esslingen",
"Alnatura Super Natur Markt","Jacob-Brodbeck-str. 6","70794","Filderstadt",
"Alnatura Super Natur Markt","Münzgasse 4a","78462","Konstanz",
"Alnatura Super Natur Markt","Epplestr. 12","70597","Stuttgart",
"Alnatura Super Natur Markt","Tübinger str. 31-33","70178","Stuttgart",
"Alnatura Super Natur Markt","Am Höhenpark 4 (Killesberghöhe)","70191","Stuttgart",
"Alnatura Super Natur Markt","Hügelstr. 3 (Das Depot)","72072","Tübingen",
"Alnatura Super Natur Markt","Pfleghofstr. 6/1","72070","Tübingen",
"Alnatura Super Natur Markt","Myliusstr. 7","71638","Ludwigsburg",
"Alnatura Super Natur Markt","Christophallee 23-25 (Nordstadt)","75177","Pforzheim",
"Alnatura Super Natur Markt","Käppelestr. 5","76131","Karlsruhe",
"Alnatura Super Natur Markt","Ludwig-Ehrhard-Allee 14 (Parkarkaden)","76131","Karlsruhe",
"Alnatura","Ettlinger-Tor-Platz 1","76133","Karlsruhe",
"Alnatura Super Natur Markt","Douglasstr. 28-30 (Europaplatz)","76133","Karlsruhe",
"Alnatura Super Natur Markt","Schwarzwaldstr. 78 - 78d","79117","Freiburg im Breisgau",
"Alnatura Super Natur Markt","Fahnenbergplatz 3 (Quartier Unterlinden)","79098","Freiburg im Breisgau",
"Alnatura Super Natur Markt","Kaiser-Joseph-str. 282","79098","Freiburg im Breisgau",
"Alnatura Super Natur Markt","Alte Basler Str. 2","79713","Bad Säckingen",
"Alnatura Super Natur Markt","Merzhauser Str. 179","79100","Freiburg im Breisgau",
"Alnatura Super Natur Markt","Markgrafenstr. 42","79639","Grenzach-Wyhlen",
"Alnatura Super Natur Markt","Rathausplatz 3","79576","Weil am Rhein",
"Alnatura Super Natur Markt","Leopoldstr. 64","80807","München",
"Alnatura Super Natur Markt","Sonnenstr. 23","80331","München",
"Alnatura Super Natur Markt","Münchner Freiheit 7","80802","München",
"Alnatura Super Natur Markt","Weißenburger str. 20","81667","München",
"Alnatura Super Natur Markt","Lindwurmstr. 117","80337","München",
"Alnatura Super Natur Markt","Nymphenburger str. 158","80634","München",
"Alnatura Super Natur Markt","Friedenheimer Brücke 23","80639","München",
"Alnatura Super Natur Markt","Albert-Schweitzer-Str. 78","81735","München",
"Alnatura Super Natur Markt","Boschetsrieder Str. 72","81379","München",
"Alnatura Super Natur Markt","Ingolstädter str. 172","80939","München",
"Alnatura Super Natur Markt","Kistlerhofstr. 243a","81379","München",
"Alnatura Super Natur Markt","Landsberger str. 480-482","81241","München",
"Alnatura Super Natur Markt","Karl-Hermann-Weg 4 (Gewerbegebiet Grünwalder Weg)","82008","Unterhaching",
"Alnatura Super Natur Markt","Uhlandstr. (Ludwig-Ganghofer-straße)","85609","Aschheim",
"Alnatura","Uhlandstr.","85609","Aschheim",
"Alnatura Super Natur Markt","Augsburger str. 46 (Gewerbegebiet)","86899","Landsberg am Lech",
"Alnatura Super Natur Markt","Wankelstr. 8 (Gewerbegebiet)","86391","Stadtbergen",
"Alnatura Super Natur Markt","Daimlerstr. 16","86356","Neusäß",
"Alnatura","Schillerstr. 2","85055","Ingolstadt",
"Alnatura Super Natur Markt","Schillerstr. 2 (Einkaufszentrum Donau City Center)","85055","Ingolstadt",
"Alnatura Super Natur Markt","Neue str. 97-99","89073","Ulm",
"Alnatura Super Natur Markt","Blaubeurer str. 53","89077","Ulm",
"Alnatura Super Natur Markt","Eisenbahnstr. 42 (am Bahnhof)","88212","Ravensburg",
"Alnatura Super Natur Markt","D.-Martin-Luther-str. 2 (Am Dachauplatz)","93047","Regensburg",
"denn's Biomarkt","Friedensstr. 89","08523","Plauen",
"denn's Biomarkt","Oskar-Arnold-Str. 9","08056","Zwickau",
"denn's Biomarkt","Holzmarkt 1","07743","Jena",
"denn's Biomarkt","Str. der Nationen 12","09111","Chemnitz",
"denn's Biomarkt","Webergasse 1","01067","Dresden-Innere Altstadt",
"denn's Biomarkt","Alaunstr. 8","01099","Dresden",
"denn's Biomarkt","Brühl 1","04109","Leipzig",
"denn's Biomarkt","Königsbrücker str. 76","01099","Dresden",
"denn's Biomarkt","Handelsstr. 4-8","04356","Leipzig",
"denn's Biomarkt","Leipziger Str. 100","06108","Halle (Saale)",
"denn's Biomarkt","Werderpark (Auf dem Strengfeld 6)","14542","Werder",
"denn's Biomarkt","Chausseestr. 21","14109","Berlin",
"denn's Biomarkt","Teltower Damm 299","14167","Berlin",
"denn's Biomarkt","Marienfelder Chaussee 154","12349","Berlin",
"denn's Biomarkt","Clayallee 177","14195","Berlin",
"denn's Biomarkt","Alt Rudow 24","12357","Berlin",
"denn's Biomarkt","Rheinstraße 60","12159","Berlin",
"denn's Biomarkt","Dörpfeldstr. 1","12489","Berlin",
"denn's Biomarkt","Karl-Marx-str. 234","12055","Berlin",
"denn's Biomarkt","Hauptstr. 11","10827","Berlin",
"denn's Biomarkt","Karl-Marx-Str. 66","12043","Berlin",
"denn's Biomarkt","Bahnhofstr. 33-38","12555","Berlin",
"denn's Biomarkt","Hasenheide 108A","10967","Berlin",
"denn's Biomarkt","Grolmanstr. 48","10623","Berlin",
"denn's Biomarkt","Kaiserdamm 112","14057","Berlin",
"denn's Biomarkt","Kottbusser Damm 3","10967","Berlin",
"denn's Biomarkt","Klosterstr. 3","13581","Berlin",
"denn's Biomarkt","Dönhoffstr. 41","10318","Berlin",
"denn's Biomarkt","Annenstr. 48","10179","Berlin",
"denn's Biomarkt","Bahnhofstraße79 - 81","14612","Falkensee",
"denn's Biomarkt","Warschauer str. 63","10243","Berlin",
"denn's Biomarkt","Boxhagener str. 103","10245","Berlin",
"denn's Biomarkt","Mühsamstr. 54","10246","Berlin",
"Denn's Biomarkt","Mühsamstr. 54","10249","Berlin",
"Denn's Biomarkt","Schönhauser Allee 10/11","10119","Berlin",
"denn's Biomarkt","Greifswalder str. 31","10405","Berlin",
"denn's Biomarkt","Bernauer str. 50","10435","Berlin",
"denn's Biomarkt","Schliemannstr. 48","10437","Berlin",
"denn's Biomarkt","Danziger str. 73-77","10405","Berlin",
"denn's Biomarkt","Hanne-Sobek-Platz","13357","Berlin",
"denn's Biomarkt","Schönhauser Allee 80","10439","Berlin",
"denn's Biomarkt","Bizetstr. 17-19","13088","Berlin",
"denn's Biomarkt","Prenzlauer Promenade 192","13189","Berlin",
"denn's Biomarkt","Am Borsigturm 2","13507","Berlin-Tegel",
"denn's Biomarkt","Hermann-Hesse-str. 4","13156","Berlin",
"denn's Biomarkt","Ruppiner Chaussee 217-233","13503","Berlin",
"denn's Biomarkt","Oraniendamm 44","13469","Berlin",
"denn's Biomarkt","Rosenthaler Weg 78","13127","Berlin",
"denn's Biomarkt","Kröpeliner Str. 54","18055","Rostock",
"denn's Biomarkt","Telefunkenstr. 49","29223","Celle",
"denn's Biomarkt","Willy-Brandt-Str. 10","21335","Lüneburg",
"denn's Biomarkt","Am alten Eisenwerk 8","21339","Lüneburg",
"denn's Biomarkt","Sachsentor 58","21029","Hamburg",
"denn's Biomarkt","Stedinger str. 6 - 12","26135","Oldenburg",
"denn's Biomarkt","Bloherfelder str. 2 - 6","26129","Oldenburg",
"denn's Biomarkt","Nadorster str. 54-56","26123","Oldenburg",
"denn's Biomarkt","Uhlhornsweg 99","26129","Oldenburg",
"denn's Biomarkt","Ballindamm 40","20095","Hamburg",
"denn's Biomarkt","Große Bergstr. 152 -162","22767","Hamburg",
"denn's Biomarkt","Ottenser Hauptstr. 39","22765","Hamburg",
"denn's Biomarkt","Rentzelstr. 36","20146","Hamburg",
"denn's Biomarkt","Schanzenstr. 119","20357","Hamburg",
"denn's Biomarkt","Massaquoipassage 5","22305","Hamburg",
"denn's Biomarkt","Fuhlsbüttler str. 397","22309","Hamburg",
"denn's Biomarkt","Stratenbarg 2","22393","Hamburg",
"denn's Biomarkt","Frohmestr. 11","22457","Hamburg",
"denn's Biomarkt","Rathausplatz 29","22926","Ahrensburg",
"denn's Biomarkt","Hansestr. 30","21682","Stade",
"denn's Biomarkt","Elmshorner str. 68 -72","25421","Pinneberg",
"denn's Biomarkt","Lübecker Str. 23-25","23843","Bad Oldesloe",
"denn's Biomarkt","Kurt-Wagener-str. 4","25337","Elmshorn",
"denn's Biomarkt","Schlutuper str. 3 - 5","23566","Lübeck",
"denn's Biomarkt","Gutenbergstr. 4","24558","Henstedt-Ulzburg",
"denn's Biomarkt","Bismarckstr. 247","26382","Wilhelmshaven",
"denn's Biomarkt","Lindenstr. 61","25524","Itzehoe",
"denn's Biomarkt","Saarbrückenstr. 143","24114","Kiel",
"denn's Biomarkt","Marienallee 64","24937","Flensburg",
"denn's Biomarkt","Kothenbachweg 4-6","36041","Fulda",
"denn's Biomarkt","Schiffenberger Weg 115 - 117","35394","Gießen",
"denn's Biomarkt","An der Hessenhalle 1-3","35398","Gießen",
"denn's Biomarkt","Gutenberg-str. 19","35037","Marburg",
"denn's Biomarkt","Königsplatz 53","34117","Kassel",
"denn's Biomarkt","Kirchweg 70","34119","Kassel",
"denn's Biomarkt","Pohlweg 110","33100","Paderborn",
"denn's Biomarkt","Alfelder str. 56p","31139","Hildesheim",
"denn's Biomarkt","Heinrich-Büssing-Ring 41 G","38102","Braunschweig",
"denn's Biomarkt","Celler Str. 30","38114","Braunschweig",
"denn's Biomarkt","Bruchweg 14","32657","Lemgo",
"denn's Biomarkt","Bielefelder str. 114","33378","Rheda-Wiedenbrück",
"denn's Biomarkt","Strengerstr. 4 - 6","33330","Gütersloh",
"denn's Biomarkt","Pettenkoferstr. 2e","30880","Laatzen",
"denn's Biomarkt","Burgdorfer str. 10B","31275","Lehrte",
"denn's Biomarkt","Apfelstr. 8","33613","Bielefeld",
"denn's Biomarkt","Tiergartenstr. 128","30559","Hannover",
"denn's Biomarkt","Marienstr. 51/53","30171","Hannover",
"denn's Biomarkt","Marktstr. 45","30159","Hannover",
"denn's Biomarkt","Limmerstr. 3-5","30451","Hannover",
"denn's Biomarkt","Mindener str. 82","32049","Herford",
"denn's Biomarkt","Celler str. 85","30161","Hannover",
"denn's Biomarkt","Engelbosteler Damm 20/22","30167","Hannover",
"denn's Biomarkt","Edgar-Scheibe-str. 1","30655","Hannover",
"denn's Biomarkt","Flurweg 20","32457","Porta Westfalica-Barkhausen",
"denn's Biomarkt","Hannoversche str. 12b","30938","Burgwedel",
"denn's Biomarkt","Friedrichstr. 22","32427","Minden",
"denn's Biomarkt","Hoeftstr. 4","42103","Wuppertal",
"denn's Biomarkt","Lindemannstr. 6-8","44137","Dortmund",
"denn's Biomarkt","Heiligenhauser str. 52-58","42549","Velbert",
"denn's Biomarkt","Hattinger str. 264","44795","Bochum",
"denn's Biomarkt","Friedrichstr. 133","40217","Düsseldorf",
"denn's Biomarkt","Am Wehrhahn 28-30","40211","Düsseldorf",
"denn's Biomarkt","Wattenscheider Hellweg 83-85","44869","Bochum",
"denn's Biomarkt","Rüttenscheider str. 49","45128","Essen",
"denn's Biomarkt","Düsseldorfer Str. 77","40667","Meerbusch",
"denn's Biomarkt","Humboldtstr. 323","45149","Essen",
"denn's Biomarkt","Haedenkampstr. 21","45143","Essen",
"denn's Biomarkt","Maubisstr. 26","41564","Kaarst",
"denn's Biomarkt","August-Wessing-Damm 86","48231","Warendorf",
"denn's Biomarkt","Düsseldorfer str. 203","45481","Mülheim a.d.R.",
"denn's Biomarkt","Odenkirchener str. 34","41236","Mönchengladbach",
"denn's Biomarkt","Prinzenstr. 1","41065","Mönchengladbach",
"denn's Biomarkt","Uerdinger Str. 123","47799","Krefeld",
"denn's Biomarkt","Kapellener Str. 29","47239","Duisburg - Rumeln -",
"denn's Biomarkt","Hammer str. 39","48153","Münster",
"denn's Biomarkt","Grevener str. 85","48159","Münster",
"denn's Biomarkt","Weidenstr. 20","49080","Osnabrück",
"denn's Biomarkt","Emsteker Str. 34","49661","Cloppenburg Ems.",
